mushroom_5.webp | Public domain | wikimedia | Coloured Figures of English Fungi or Mushrooms - t. 212.jpg | https://commons.wikimedia.org/wiki/File:Coloured_Figures_of_English_Fungi_or_Mushrooms_-_t._212.jpg
mushroom_6.webp | Public domain | wikimedia | Coloured Figures of English Fungi or Mushrooms - t. 241.jpg | https://commons.wikimedia.org/wiki/File:Coloured_Figures_of_English_Fungi_or_Mushrooms_-_t._241.jpg
mushroom_7.webp | Public domain | wikimedia | Coloured Figures of English Fungi or Mushrooms - t. 358.png | https://commons.wikimedia.org/wiki/File:Coloured_Figures_of_English_Fungi_or_Mushrooms_-_t._358.png
fly_agaric.webp | Public domain | wikimedia | Amanita-muscaria-gramberg-1913-pilzederheimatei00gram 0143.jpg | https://commons.wikimedia.org/wiki/File:Amanita-muscaria-gramberg-1913-pilzederheimatei00gram_0143.jpg
fly_agaric_2.webp | Public domain | wikimedia | Amanita muscaria — Encyclopædia Britannica.png | https://commons.wikimedia.org/wiki/File:Amanita_muscaria_%E2%80%94_Encyclop%C3%A6dia_Britannica.png
seashell_1.webp | Public domain | wikimedia | Conchological Manual Plate 001.jpg | https://commons.wikimedia.org/wiki/File:Conchological_Manual_Plate_001.jpg
seashell_2.webp | Public domain | wikimedia | Elements of conchology (Plate C) (9312630663).jpg | https://commons.wikimedia.org/wiki/File:Elements_of_conchology_(Plate_C)_(9312630663).jpg
seashell_3.webp | Public domain | wikimedia | Illustrations of the conchology of Great Britain and Ireland (Plate 41) (8608773631).jpg | https://commons.wikimedia.org/wiki/File:Illustrations_of_the_conchology_of_Great_Britain_and_Ireland_(Plate_41)_(8608773631).jpg
seashell_4.webp | Public domain | wikimedia | Illustrations of the conchology of Great Britain and Ireland (Plate 42) (8608774029).jpg | https://commons.wikimedia.org/wiki/File:Illustrations_of_the_conchology_of_Great_Britain_and_Ireland_(Plate_42)_(8608774029).jpg
seashell_5.webp | Public domain | wikimedia | Illustrations of the conchology of Great Britain and Ireland (Plate 45) (8609882756).jpg | https://commons.wikimedia.org/wiki/File:Illustrations_of_the_conchology_of_Great_Britain_and_Ireland_(Plate_45)_(8609882756).jpg
feather.webp | Public domain | wikimedia | A single white feather closeup.jpg | https://commons.wikimedia.org/wiki/File:A_single_white_feather_closeup.jpg
beetle.webp | CC0 | wikimedia | Tortoise Beetle (genus Stolas) (23300376899).jpg | https://commons.wikimedia.org/wiki/File:Tortoise_Beetle_(genus_Stolas)_(23300376899).jpg
dragonfly.webp | Public domain | wikimedia | British dragonflies (Plate V) (6002335768).jpg | https://commons.wikimedia.org/wiki/File:British_dragonflies_(Plate_V)_(6002335768).jpg
dragonfly_2.webp | Public domain | wikimedia | British dragonflies (Plate VI) (6002336114).jpg | https://commons.wikimedia.org/wiki/File:British_dragonflies_(Plate_VI)_(6002336114).jpg
dragonfly_3.webp | Public domain | wikimedia | British dragonflies (Plate XI) (6002337898).jpg | https://commons.wikimedia.org/wiki/File:British_dragonflies_(Plate_XI)_(6002337898).jpg
bee.webp | Public domain | wikimedia | Bombus fraternus, f, ga, baker, side (16429111109) -white background.jpg | https://commons.wikimedia.org/wiki/File:Bombus_fraternus,_f,_ga,_baker,_side_(16429111109)_-white_background.jpg
birds_nest.webp | Public domain | wikimedia | A Natural History of the Nests and Eggs of British Birds -Goldcrest -plate 132-cropped.jpg | https://commons.wikimedia.org/wiki/File:A_Natural_History_of_the_Nests_and_Eggs_of_British_Birds_-Goldcrest_-plate_132-cropped.jpg
birds_nest_2.webp | Public domain | wikimedia | A Natural History of the Nests and Eggs of British Birds -Goldcrest -plate 132.jpg | https://commons.wikimedia.org/wiki/File:A_Natural_History_of_the_Nests_and_Eggs_of_British_Birds_-Goldcrest_-plate_132.jpg
birds_nest_3.webp | Public domain | wikimedia | Illustrations of the Nests and Eggs of Birds of Ohio - Plate II - Smithsonian.jpg | https://commons.wikimedia.org/wiki/File:Illustrations_of_the_Nests_and_Eggs_of_Birds_of_Ohio_-_Plate_II_-_Smithsonian.jpg
acorn.webp | Public domain | wikimedia | Acorn (PSF).png | https://commons.wikimedia.org/wiki/File:Acorn_(PSF).png
acorn_2.webp | Public domain | wikimedia | NAS-009 Quercus montana acorn.png | https://commons.wikimedia.org/wiki/File:NAS-009_Quercus_montana_acorn.png
acorn_3.webp | Public domain | wikimedia | NAS-011f Quercus prinoides acorn.png | https://commons.wikimedia.org/wiki/File:NAS-011f_Quercus_prinoides_acorn.png
apple.webp | Public domain | wikimedia | Pomological Watercolor POM00000153.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00000153.jpg
apple_2.webp | Public domain | wikimedia | Pomological Watercolor POM00000185.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00000185.jpg
apple_3.webp | Public domain | wikimedia | Pomological Watercolor POM00001388.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00001388.jpg
apple_4.webp | Public domain | wikimedia | Pomological Watercolor POM00002280.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00002280.jpg
cherry.webp | Public domain | wikimedia | Pomological Watercolor POM00004432.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00004432.jpg
cherry_2.webp | Public domain | wikimedia | Pomological Watercolor POM00004436.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00004436.jpg
cherry_3.webp | Public domain | wikimedia | Pomological Watercolor POM00004470.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00004470.jpg
pear.webp | Public domain | wikimedia | Belle Angevine Pear in 8 December 1900 Pomological Watercolor POM00006761 (cropped).jpg | https://commons.wikimedia.org/wiki/File:Belle_Angevine_Pear_in_8_December_1900_Pomological_Watercolor_POM00006761_(cropped).jpg
pear_2.webp | Public domain | wikimedia | Pomological Watercolor POM00006939.jpg | https://commons.wikimedia.org/wiki/File:Pomological_Watercolor_POM00006939.jpg
